sale_id,date,customer_id,product_id,store_id,employee_id,quantity,unit_price,discount_pct,revenue,cost,profit,channel,payment_method
TXN00553,2021-05-19,C0248,P013,S14,E135,4,4453.6,0.05,16923.68,9762.04,7161.64,In-Store,Card
TXN00554,2024-11-27,C0496,P021,S05,E075,20,1024.97,0.0,20499.4,12425.2,8074.2,In-Store,Cash
TXN00555,2023-03-26,C0254,P002,S18,E132,7,5224.55,0.15,31086.07,19654.6,11431.47,In-Store,Card
TXN00556,2023-11-10,C0197,P038,S18,E200,15,1840.87,0.2,22090.44,17082.15,5008.29,Partner,Credit
TXN00557,2022-02-28,C0095,P008,S01,E041,20,1766.83,0.0,35336.6,26174.6,9162.0,Online,Cash
TXN00558,2023-10-29,C0363,P003,S17,E067,17,5554.56,0.05,89706.14,48170.35,41535.79,Phone,Card
TXN00559,2022-07-04,C0283,P008,S04,E044,10,1766.83,0.15,15018.05,13087.3,1930.75,Online,Cash
TXN00560,2022-08-21,C0021,P031,S05,E072,18,8229.99,0.0,148139.82,82113.48,66026.34,Online,Mobile Banking
TXN00561,2022-05-25,C0422,P012,S07,E137,2,4394.4,0.15,7470.48,5350.6,2119.88,In-Store,Cash
TXN00562,2024-05-24,C0498,P026,S12,E084,12,5621.09,0.15,57335.12,45363.48,11971.64,In-Store,Mobile Banking
TXN00563,2024-06-06,C0151,P012,S11,E015,5,4394.4,0.05,20873.4,13376.5,7496.9,In-Store,Mobile Banking
TXN00564,2022-07-27,C0091,P036,S09,E005,8,565.6,0.15,3846.08,2413.84,1432.24,In-Store,Credit
TXN00565,2024-07-06,C0325,P029,S20,E142,9,3883.0,0.2,27957.6,17715.6,10242.0,Online,Credit
TXN00566,2022-07-05,C0105,P011,S19,E162,8,4327.68,0.0,34621.44,26474.88,8146.56,Partner,Card
TXN00567,2023-06-08,C0189,P034,S05,E123,15,1866.9,0.0,28003.5,21474.15,6529.35,In-Store,Credit
TXN00568,2022-01-14,C0418,P037,S06,E049,6,5886.49,0.05,33552.99,23760.3,9792.69,Partner,Card
TXN00569,2022-09-28,C0084,P028,S06,E101,10,4524.59,0.0,45245.9,25790.7,19455.2,Online,Cash
TXN00570,2023-05-24,C0126,P003,S15,E166,5,5554.56,0.0,27772.8,14167.75,13605.05,Partner,Cash
TXN00571,2021-01-25,C0309,P033,S04,E097,17,6236.78,0.0,106025.26,81842.25,24183.01,Partner,Cash
TXN00572,2021-01-28,C0391,P023,S02,E034,4,3968.65,0.2,12699.68,10550.04,2149.64,Online,Cash
TXN00573,2024-07-08,C0308,P005,S01,E003,9,4264.87,0.0,38383.83,29726.82,8657.01,In-Store,Mobile Banking
TXN00574,2021-10-13,C0246,P026,S19,E114,3,5621.09,0.0,16863.27,11340.87,5522.4,Online,Mobile Banking
TXN00575,2021-11-13,C0125,P007,S02,E140,11,918.59,0.05,9599.27,6339.3,3259.97,Phone,Cash
TXN00576,2021-04-02,C0053,P040,S18,E076,1,4962.39,0.2,3969.91,3333.51,636.4,In-Store,Credit
TXN00577,2022-04-05,C0013,P036,S08,E110,5,565.6,0.0,2828.0,1508.65,1319.35,Partner,Card
TXN00578,2022-08-11,C0116,P023,S13,E176,12,3968.65,0.15,40480.23,31650.12,8830.11,In-Store,Credit
TXN00579,2022-04-05,C0053,P006,S10,E092,6,2849.93,0.0,17099.58,10438.32,6661.26,In-Store,Mobile Banking
TXN00580,2021-06-23,C0459,P022,S02,E155,4,5360.57,0.0,21442.28,15007.8,6434.48,Online,Card
TXN00581,2022-11-17,C0308,P026,S06,E174,14,5621.09,0.1,70825.73,52924.06,17901.67,Partner,Card
TXN00582,2022-08-11,C0179,P026,S04,E070,10,5621.09,0.1,50589.81,37802.9,12786.91,Partner,Mobile Banking
TXN00583,2024-12-27,C0409,P009,S03,E001,9,4100.84,0.2,29526.05,20811.42,8714.63,Online,Card
TXN00584,2023-03-11,C0229,P039,S16,E018,11,3487.32,0.0,38360.52,30120.75,8239.77,In-Store,Credit
TXN00585,2021-07-05,C0166,P025,S05,E047,9,6424.47,0.0,57820.23,30895.02,26925.21,Partner,Mobile Banking
TXN00586,2023-05-19,C0247,P021,S14,E155,11,1024.97,0.05,10710.94,6833.86,3877.08,Phone,Card
TXN00587,2023-05-08,C0282,P007,S16,E138,8,918.59,0.05,6981.28,4610.4,2370.88,Partner,Card
TXN00588,2024-04-04,C0367,P038,S14,E135,13,1840.87,0.0,23931.31,14804.53,9126.78,Online,Cash
TXN00589,2021-01-06,C0105,P005,S01,E093,8,4264.87,0.0,34118.96,26423.84,7695.12,Partner,Card
TXN00590,2022-12-17,C0185,P001,S05,E076,4,6287.9,0.0,25151.6,19617.28,5534.32,Partner,Card
TXN00591,2022-05-12,C0108,P010,S08,E015,18,363.83,0.05,6221.49,5043.24,1178.25,Online,Cash
TXN00592,2021-02-23,C0357,P029,S14,E096,5,3883.0,0.05,18444.25,9842.0,8602.25,In-Store,Cash
TXN00593,2023-09-04,C0429,P015,S20,E041,19,8753.39,0.0,166314.41,83844.72,82469.69,In-Store,Card
TXN00594,2021-06-11,C0126,P034,S03,E004,12,1866.9,0.0,22402.8,17179.32,5223.48,Partner,Card
TXN00595,2021-10-14,C0384,P026,S17,E179,6,5621.09,0.05,32040.21,22681.74,9358.47,Phone,Credit
TXN00596,2022-11-22,C0228,P015,S01,E074,14,8753.39,0.15,104165.34,61780.32,42385.02,In-Store,Card
TXN00597,2021-03-07,C0310,P031,S06,E129,2,8229.99,0.15,13990.98,9123.72,4867.26,Online,Cash
TXN00598,2023-05-18,C0349,P029,S15,E142,13,3883.0,0.2,40383.2,25589.2,14794.0,Phone,Mobile Banking
TXN00599,2021-11-18,C0140,P016,S03,E134,8,3991.25,0.05,30333.5,16155.68,14177.82,Partner,Card
TXN00600,2024-06-21,C0029,P019,S08,E101,7,1903.37,0.05,12657.41,7616.56,5040.85,Online,Cash
TXN00601,2022-10-04,C0335,P007,S13,E098,15,918.59,0.05,13089.91,8644.5,4445.41,Online,Cash
TXN00602,2023-05-19,C0100,P009,S09,E028,12,4100.84,0.15,41828.57,27748.56,14080.01,In-Store,Cash
TXN00603,2022-11-19,C0015,P005,S08,E073,12,4264.87,0.1,46060.6,39635.76,6424.84,Online,Cash
TXN00604,2024-05-07,C0006,P018,S10,E049,3,4886.72,0.0,14660.16,8284.92,6375.24,Online,Cash
TXN00605,2021-06-24,C0292,P021,S19,E012,8,1024.97,0.0,8199.76,4970.08,3229.68,Partner,Cash
TXN00606,2021-07-10,C0484,P019,S10,E003,2,1903.37,0.0,3806.74,2176.16,1630.58,Phone,Mobile Banking
TXN00607,2022-02-04,C0162,P037,S13,E186,13,5886.49,0.1,68871.93,51480.65,17391.28,Phone,Card
TXN00608,2023-04-15,C0460,P006,S17,E026,4,2849.93,0.0,11399.72,6958.88,4440.84,Online,Cash
TXN00609,2023-02-22,C0245,P030,S19,E010,19,6329.74,0.2,96212.05,70892.23,25319.82,Phone,Card
TXN00610,2023-08-07,C0041,P013,S03,E184,5,4453.6,0.15,18927.8,12202.55,6725.25,Online,Card
TXN00611,2021-11-26,C0494,P001,S17,E133,5,6287.9,0.2,25151.6,24521.6,630.0,Phone,Credit
TXN00612,2022-08-19,C0185,P020,S20,E111,5,5238.87,0.0,26194.35,16339.65,9854.7,In-Store,Credit
TXN00613,2024-06-04,C0311,P020,S03,E040,8,5238.87,0.0,41910.96,26143.44,15767.52,Partner,Cash
TXN00614,2022-09-26,C0281,P031,S03,E128,1,8229.99,0.0,8229.99,4561.86,3668.13,In-Store,Credit
TXN00615,2022-08-29,C0083,P007,S03,E072,11,918.59,0.0,10104.49,6339.3,3765.19,Phone,Mobile Banking
TXN00616,2022-01-02,C0364,P032,S15,E067,3,7519.67,0.0,22559.01,14469.69,8089.32,Partner,Mobile Banking
TXN00617,2021-10-15,C0482,P030,S04,E146,15,6329.74,0.15,80704.18,55967.55,24736.63,Partner,Cash
TXN00618,2022-08-11,C0206,P039,S14,E159,12,3487.32,0.2,33478.27,32859.0,619.27,Online,Credit
TXN00619,2024-07-03,C0488,P020,S11,E096,12,5238.87,0.1,56579.8,39215.16,17364.64,In-Store,Credit
TXN00620,2022-06-23,C0450,P001,S02,E159,17,6287.9,0.05,101549.58,83373.44,18176.14,In-Store,Card
TXN00621,2021-11-13,C0437,P017,S04,E075,18,1291.83,0.0,23252.94,13211.82,10041.12,Partner,Card
TXN00622,2021-05-30,C0115,P025,S13,E119,19,6424.47,0.05,115961.68,65222.82,50738.86,In-Store,Mobile Banking
TXN00623,2024-08-08,C0274,P015,S15,E028,15,8753.39,0.05,124735.81,66193.2,58542.61,In-Store,Card
TXN00624,2023-06-07,C0103,P019,S13,E085,4,1903.37,0.05,7232.81,4352.32,2880.49,In-Store,Mobile Banking
TXN00625,2023-09-23,C0109,P007,S16,E030,11,918.59,0.1,9094.04,6339.3,2754.74,Phone,Credit
TXN00626,2021-11-15,C0486,P002,S16,E038,2,5224.55,0.1,9404.19,5615.6,3788.59,Online,Mobile Banking
TXN00627,2024-05-16,C0397,P037,S13,E016,19,5886.49,0.0,111843.31,75240.95,36602.36,Phone,Credit
TXN00628,2021-04-21,C0109,P030,S01,E195,16,6329.74,0.0,101275.84,59698.72,41577.12,Partner,Mobile Banking
TXN00629,2021-12-27,C0043,P029,S05,E018,9,3883.0,0.15,29704.95,17715.6,11989.35,Phone,Credit
TXN00630,2024-12-29,C0232,P034,S14,E135,3,1866.9,0.0,5600.7,4294.83,1305.87,Online,Mobile Banking
TXN00631,2021-04-21,C0048,P022,S14,E088,6,5360.57,0.2,25730.74,22511.7,3219.04,Phone,Card
TXN00632,2023-05-09,C0247,P004,S16,E138,7,5997.31,0.0,41981.17,28644.77,13336.4,Online,Credit
TXN00633,2024-03-14,C0200,P013,S01,E144,12,4453.6,0.15,45426.72,29286.12,16140.6,Online,Cash
TXN00634,2021-10-24,C0166,P026,S11,E004,19,5621.09,0.1,96120.64,71825.51,24295.13,Online,Credit
TXN00635,2022-10-11,C0059,P032,S14,E068,5,7519.67,0.05,35718.43,24116.15,11602.28,In-Store,Credit
TXN00636,2023-07-10,C0328,P001,S19,E025,5,6287.9,0.15,26723.58,24521.6,2201.98,In-Store,Card
TXN00637,2024-11-27,C0280,P025,S06,E154,7,6424.47,0.05,42722.73,24029.46,18693.27,Partner,Card
TXN00638,2022-01-27,C0498,P018,S19,E004,12,4886.72,0.0,58640.64,33139.68,25500.96,Phone,Mobile Banking
TXN00639,2022-09-21,C0258,P005,S04,E180,1,4264.87,0.0,4264.87,3302.98,961.89,Partner,Credit
TXN00640,2022-12-22,C0181,P009,S18,E110,14,4100.84,0.05,54541.17,32373.32,22167.85,Phone,Cash
TXN00641,2023-05-28,C0192,P008,S06,E142,6,1766.83,0.05,10070.93,7852.38,2218.55,Online,Credit
TXN00642,2024-09-12,C0353,P037,S14,E163,13,5886.49,0.0,76524.37,51480.65,25043.72,Phone,Cash
TXN00643,2021-08-01,C0046,P014,S01,E158,3,3738.0,0.2,8971.2,8741.52,229.68,Partner,Cash
TXN00644,2024-07-01,C0475,P036,S18,E026,16,565.6,0.15,7692.16,4827.68,2864.48,Partner,Cash
TXN00645,2023-05-12,C0109,P020,S08,E199,10,5238.87,0.2,41910.96,32679.3,9231.66,Partner,Credit
TXN00646,2023-08-20,C0487,P033,S04,E090,4,6236.78,0.0,24947.12,19257.0,5690.12,Partner,Credit
TXN00647,2023-02-07,C0401,P032,S08,E130,13,7519.67,0.0,97755.71,62701.99,35053.72,Phone,Mobile Banking
TXN00648,2023-04-30,C0345,P029,S08,E002,9,3883.0,0.0,34947.0,17715.6,17231.4,Partner,Cash
TXN00649,2021-11-11,C0405,P024,S12,E133,1,594.39,0.0,594.39,330.19,264.2,Phone,Mobile Banking
TXN00650,2023-05-31,C0124,P002,S18,E101,6,5224.55,0.1,28212.57,16846.8,11365.77,Online,Credit
TXN00651,2024-03-29,C0220,P016,S05,E163,2,3991.25,0.2,6386.0,4038.92,2347.08,Partner,Card
TXN00652,2023-11-26,C0082,P019,S14,E060,13,1903.37,0.0,24743.81,14145.04,10598.77,In-Store,Card
TXN00653,2024-07-17,C0296,P030,S13,E196,17,6329.74,0.0,107605.58,63429.89,44175.69,Phone,Card
TXN00654,2021-07-10,C0048,P036,S01,E112,11,565.6,0.0,6221.6,3319.03,2902.57,In-Store,Card
TXN00655,2024-12-20,C0279,P025,S03,E147,1,6424.47,0.1,5782.02,3432.78,2349.24,Partner,Cash
TXN00656,2024-07-23,C0324,P009,S12,E048,5,4100.84,0.05,19478.99,11561.9,7917.09,Online,Card
TXN00657,2024-01-02,C0431,P035,S08,E186,10,2077.43,0.0,20774.3,16862.9,3911.4,Partner,Mobile Banking
TXN00658,2021-06-19,C0479,P017,S05,E161,2,1291.83,0.0,2583.66,1467.98,1115.68,In-Store,Cash
TXN00659,2024-05-05,C0063,P001,S04,E037,4,6287.9,0.05,23894.02,19617.28,4276.74,Phone,Mobile Banking
TXN00660,2021-06-08,C0254,P032,S12,E054,6,7519.67,0.0,45118.02,28939.38,16178.64,Partner,Cash
TXN00661,2021-02-14,C0212,P035,S03,E125,16,2077.43,0.2,26591.1,26980.64,-389.54,In-Store,Card
TXN00662,2022-10-05,C0325,P010,S15,E042,14,363.83,0.05,4838.94,3922.52,916.42,Online,Mobile Banking
TXN00663,2024-09-12,C0291,P022,S20,E009,1,5360.57,0.0,5360.57,3751.95,1608.62,In-Store,Mobile Banking
TXN00664,2024-06-11,C0308,P034,S18,E002,12,1866.9,0.05,21282.66,17179.32,4103.34,Online,Mobile Banking
TXN00665,2024-05-26,C0016,P035,S18,E006,4,2077.43,0.0,8309.72,6745.16,1564.56,Online,Card
TXN00666,2022-03-21,C0016,P009,S11,E036,12,4100.84,0.0,49210.08,27748.56,21461.52,Online,Cash
TXN00667,2022-07-15,C0247,P038,S07,E024,5,1840.87,0.0,9204.35,5694.05,3510.3,Phone,Mobile Banking
TXN00668,2023-10-13,C0224,P028,S17,E103,15,4524.59,0.15,57688.52,38686.05,19002.47,Online,Mobile Banking
TXN00669,2024-11-08,C0434,P030,S09,E101,6,6329.74,0.0,37978.44,22387.02,15591.42,In-Store,Mobile Banking
TXN00670,2022-02-26,C0489,P010,S16,E111,6,363.83,0.2,1746.38,1681.08,65.3,Partner,Credit
TXN00671,2022-07-11,C0418,P021,S11,E160,20,1024.97,0.15,17424.49,12425.2,4999.29,In-Store,Credit
TXN00672,2024-03-07,C0181,P017,S12,E162,14,1291.83,0.0,18085.62,10275.86,7809.76,In-Store,Credit
TXN00673,2023-11-14,C0130,P003,S19,E105,6,5554.56,0.0,33327.36,17001.3,16326.06,Phone,Mobile Banking
TXN00674,2021-08-23,C0093,P027,S11,E110,13,5864.31,0.0,76236.03,40296.62,35939.41,Online,Mobile Banking
TXN00675,2022-03-17,C0337,P014,S12,E096,8,3738.0,0.0,29904.0,23310.72,6593.28,Online,Mobile Banking
TXN00676,2022-10-15,C0353,P029,S01,E184,4,3883.0,0.0,15532.0,7873.6,7658.4,Phone,Card
TXN00677,2022-10-21,C0461,P006,S08,E144,15,2849.93,0.1,38474.06,26095.8,12378.26,In-Store,Credit
TXN00678,2022-03-11,C0270,P034,S07,E027,10,1866.9,0.1,16802.1,14316.1,2486.0,Phone,Cash
TXN00679,2023-05-14,C0350,P006,S14,E082,19,2849.93,0.15,46026.37,33054.68,12971.69,Phone,Card
TXN00680,2023-10-09,C0256,P037,S02,E071,7,5886.49,0.0,41205.43,27720.35,13485.08,Partner,Cash
TXN00681,2021-12-17,C0308,P021,S11,E152,4,1024.97,0.05,3894.89,2485.04,1409.85,Partner,Card
TXN00682,2022-08-07,C0010,P038,S19,E002,19,1840.87,0.0,34976.53,21637.39,13339.14,Partner,Mobile Banking
TXN00683,2023-04-05,C0019,P017,S18,E136,5,1291.83,0.2,5167.32,3669.95,1497.37,In-Store,Mobile Banking
TXN00684,2023-08-21,C0049,P039,S14,E186,1,3487.32,0.0,3487.32,2738.25,749.07,Phone,Mobile Banking
TXN00685,2022-12-10,C0205,P030,S03,E143,11,6329.74,0.2,55701.71,41042.87,14658.84,Phone,Credit
TXN00686,2023-03-17,C0153,P029,S15,E127,20,3883.0,0.0,77660.0,39368.0,38292.0,In-Store,Mobile Banking
TXN00687,2021-03-01,C0115,P001,S02,E003,20,6287.9,0.0,125758.0,98086.4,27671.6,Online,Cash
TXN00688,2024-11-09,C0371,P033,S14,E058,11,6236.78,0.2,54883.66,52956.75,1926.91,Online,Cash
TXN00689,2023-01-26,C0418,P025,S18,E002,7,6424.47,0.15,38225.6,24029.46,14196.14,In-Store,Mobile Banking
TXN00690,2021-04-09,C0485,P017,S10,E020,2,1291.83,0.0,2583.66,1467.98,1115.68,Phone,Mobile Banking
TXN00691,2023-02-17,C0139,P036,S06,E036,20,565.6,0.2,9049.6,6034.6,3015.0,Partner,Cash
TXN00692,2021-10-31,C0386,P035,S19,E106,5,2077.43,0.0,10387.15,8431.45,1955.7,Partner,Cash
TXN00693,2022-05-08,C0296,P025,S16,E170,17,6424.47,0.1,98294.39,58357.26,39937.13,Partner,Mobile Banking
TXN00694,2023-09-16,C0116,P034,S03,E068,11,1866.9,0.2,16428.72,15747.71,681.01,Phone,Cash
TXN00695,2022-05-12,C0338,P040,S07,E178,12,4962.39,0.1,53593.81,40002.12,13591.69,In-Store,Cash
TXN00696,2022-03-12,C0007,P011,S07,E120,16,4327.68,0.0,69242.88,52949.76,16293.12,Partner,Card
TXN00697,2022-11-29,C0107,P032,S19,E195,16,7519.67,0.0,120314.72,77171.68,43143.04,Phone,Mobile Banking
TXN00698,2021-11-12,C0435,P009,S17,E028,15,4100.84,0.15,52285.71,34685.7,17600.01,Online,Card
TXN00699,2023-07-16,C0445,P025,S20,E132,12,6424.47,0.05,73238.96,41193.36,32045.6,Online,Credit
TXN00700,2022-07-24,C0217,P002,S06,E176,7,5224.55,0.0,36571.85,19654.6,16917.25,Phone,Cash
TXN00701,2021-08-08,C0382,P009,S04,E062,5,4100.84,0.05,19478.99,11561.9,7917.09,In-Store,Credit
TXN00702,2021-02-28,C0244,P016,S17,E116,6,3991.25,0.0,23947.5,12116.76,11830.74,Phone,Mobile Banking
TXN00703,2021-06-22,C0182,P009,S14,E055,4,4100.84,0.1,14763.02,9249.52,5513.5,Online,Credit
TXN00704,2023-11-07,C0171,P035,S02,E113,17,2077.43,0.05,33550.49,28666.93,4883.56,Phone,Mobile Banking
TXN00705,2024-08-21,C0196,P010,S14,E050,4,363.83,0.0,1455.32,1120.72,334.6,Phone,Card
TXN00706,2024-05-01,C0142,P023,S17,E156,13,3968.65,0.0,51592.45,34287.63,17304.82,Partner,Credit
TXN00707,2021-04-13,C0331,P021,S08,E029,4,1024.97,0.15,3484.9,2485.04,999.86,Online,Cash
TXN00708,2024-03-24,C0137,P020,S08,E017,2,5238.87,0.0,10477.74,6535.86,3941.88,In-Store,Mobile Banking
TXN00709,2024-12-03,C0367,P015,S13,E101,8,8753.39,0.1,63024.41,35303.04,27721.37,Partner,Cash
TXN00710,2024-11-17,C0138,P006,S16,E053,8,2849.93,0.15,19379.52,13917.76,5461.76,Online,Card
TXN00711,2022-08-13,C0362,P014,S20,E074,12,3738.0,0.15,38127.6,34966.08,3161.52,In-Store,Cash
TXN00712,2024-12-05,C0319,P019,S16,E190,6,1903.37,0.1,10278.2,6528.48,3749.72,Phone,Card
TXN00713,2024-10-27,C0036,P027,S06,E048,6,5864.31,0.0,35185.86,18598.44,16587.42,Phone,Credit
TXN00714,2024-09-26,C0243,P001,S14,E086,5,6287.9,0.0,31439.5,24521.6,6917.9,In-Store,Card
TXN00715,2021-12-16,C0348,P018,S01,E153,9,4886.72,0.0,43980.48,24854.76,19125.72,Phone,Credit
TXN00716,2023-09-28,C0448,P034,S08,E121,19,1866.9,0.0,35471.1,27200.59,8270.51,In-Store,Cash
TXN00717,2024-10-24,C0149,P035,S08,E135,1,2077.43,0.1,1869.69,1686.29,183.4,Online,Card
TXN00718,2022-09-16,C0412,P037,S11,E116,4,5886.49,0.0,23545.96,15840.2,7705.76,Partner,Mobile Banking
TXN00719,2024-09-20,C0250,P013,S09,E094,18,4453.6,0.0,80164.8,43929.18,36235.62,Partner,Cash
TXN00720,2024-12-25,C0171,P010,S17,E199,12,363.83,0.0,4365.96,3362.16,1003.8,Partner,Cash
TXN00721,2023-11-30,C0373,P002,S01,E038,9,5224.55,0.15,39967.81,25270.2,14697.61,Partner,Card
TXN00722,2023-10-17,C0016,P038,S08,E148,5,1840.87,0.0,9204.35,5694.05,3510.3,Partner,Mobile Banking
TXN00723,2021-07-02,C0100,P034,S13,E164,7,1866.9,0.15,11108.06,10021.27,1086.79,In-Store,Mobile Banking
TXN00724,2023-12-16,C0090,P014,S09,E174,18,3738.0,0.05,63919.8,52449.12,11470.68,Phone,Mobile Banking
TXN00725,2023-05-05,C0484,P036,S09,E080,13,565.6,0.1,6617.52,3922.49,2695.03,Online,Cash
TXN00726,2024-12-08,C0176,P023,S20,E032,19,3968.65,0.1,67863.92,50112.69,17751.23,Partner,Credit
TXN00727,2022-12-12,C0148,P033,S04,E003,19,6236.78,0.2,94799.06,91470.75,3328.31,Partner,Card
TXN00728,2021-11-04,C0268,P037,S10,E160,15,5886.49,0.15,75052.75,59400.75,15652.0,Online,Mobile Banking
TXN00729,2021-05-13,C0410,P008,S10,E004,16,1766.83,0.0,28269.28,20939.68,7329.6,Partner,Cash
TXN00730,2024-04-29,C0064,P037,S02,E126,7,5886.49,0.0,41205.43,27720.35,13485.08,Phone,Cash
TXN00731,2024-09-14,C0428,P039,S01,E013,14,3487.32,0.0,48822.48,38335.5,10486.98,Phone,Card
TXN00732,2023-10-26,C0341,P026,S18,E040,12,5621.09,0.0,67453.08,45363.48,22089.6,In-Store,Mobile Banking
TXN00733,2022-02-07,C0222,P029,S19,E021,5,3883.0,0.15,16502.75,9842.0,6660.75,Phone,Card
TXN00734,2022-12-28,C0128,P038,S13,E109,2,1840.87,0.05,3497.65,2277.62,1220.03,Partner,Cash
TXN00735,2024-05-07,C0160,P017,S06,E145,9,1291.83,0.0,11626.47,6605.91,5020.56,Partner,Mobile Banking
TXN00736,2024-10-31,C0394,P011,S07,E065,19,4327.68,0.0,82225.92,62877.84,19348.08,Online,Credit
TXN00737,2022-09-09,C0157,P014,S03,E077,18,3738.0,0.0,67284.0,52449.12,14834.88,Partner,Card
TXN00738,2023-06-14,C0050,P016,S05,E135,13,3991.25,0.2,41509.0,26252.98,15256.02,Partner,Mobile Banking
TXN00739,2024-12-30,C0184,P017,S15,E091,17,1291.83,0.15,18666.94,12477.83,6189.11,Partner,Credit
TXN00740,2023-08-03,C0015,P003,S18,E007,14,5554.56,0.05,73875.65,39669.7,34205.95,Partner,Cash
TXN00741,2022-09-12,C0403,P033,S08,E149,5,6236.78,0.1,28065.51,24071.25,3994.26,Phone,Card
TXN00742,2024-03-04,C0450,P013,S10,E014,20,4453.6,0.1,80164.8,48810.2,31354.6,Partner,Card
TXN00743,2021-01-13,C0237,P010,S17,E118,13,363.83,0.15,4020.32,3642.34,377.98,In-Store,Cash
TXN00744,2024-08-23,C0055,P012,S11,E153,2,4394.4,0.0,8788.8,5350.6,3438.2,In-Store,Mobile Banking
TXN00745,2024-11-15,C0170,P008,S02,E032,19,1766.83,0.05,31891.28,24865.87,7025.41,In-Store,Card
TXN00746,2024-02-26,C0380,P018,S16,E035,17,4886.72,0.0,83074.24,46947.88,36126.36,Online,Card
TXN00747,2022-09-29,C0369,P023,S01,E125,10,3968.65,0.15,33733.52,26375.1,7358.42,Online,Cash
TXN00748,2021-11-10,C0310,P032,S04,E134,3,7519.67,0.0,22559.01,14469.69,8089.32,In-Store,Card
TXN00749,2023-08-29,C0013,P034,S17,E114,7,1866.9,0.0,13068.3,10021.27,3047.03,Partner,Cash
TXN00750,2023-04-09,C0248,P035,S06,E061,4,2077.43,0.0,8309.72,6745.16,1564.56,Phone,Credit
TXN00751,2023-06-05,C0075,P019,S01,E048,20,1903.37,0.0,38067.4,21761.6,16305.8,Online,Card
TXN00752,2024-12-03,C0280,P028,S07,E122,6,4524.59,0.1,24432.79,15474.42,8958.37,Partner,Mobile Banking
TXN00753,2021-07-24,C0492,P013,S19,E127,10,4453.6,0.15,37855.6,24405.1,13450.5,Phone,Mobile Banking
TXN00754,2024-11-29,C0410,P015,S04,E119,13,8753.39,0.05,108104.37,57367.44,50736.93,Partner,Credit
TXN00755,2022-08-04,C0235,P018,S04,E145,5,4886.72,0.0,24433.6,13808.2,10625.4,Partner,Cash
TXN00756,2021-03-11,C0331,P006,S20,E114,19,2849.93,0.0,54148.67,33054.68,21093.99,In-Store,Mobile Banking
TXN00757,2023-07-28,C0142,P034,S01,E041,5,1866.9,0.05,8867.78,7158.05,1709.73,Phone,Card
TXN00758,2023-12-12,C0200,P037,S17,E017,12,5886.49,0.15,60042.2,47520.6,12521.6,Online,Card
TXN00759,2024-02-28,C0174,P039,S15,E184,12,3487.32,0.15,35570.66,32859.0,2711.66,Online,Mobile Banking
TXN00760,2021-05-20,C0470,P019,S16,E097,10,1903.37,0.05,18082.01,10880.8,7201.21,Partner,Card
TXN00761,2023-11-05,C0398,P010,S17,E067,19,363.83,0.15,5875.85,5323.42,552.43,Online,Mobile Banking
TXN00762,2022-12-14,C0300,P026,S20,E104,19,5621.09,0.1,96120.64,71825.51,24295.13,In-Store,Cash
TXN00763,2021-11-22,C0119,P011,S04,E171,1,4327.68,0.2,3462.14,3309.36,152.78,In-Store,Credit
TXN00764,2022-04-20,C0396,P011,S08,E027,16,4327.68,0.0,69242.88,52949.76,16293.12,Online,Credit
TXN00765,2021-05-07,C0314,P019,S09,E030,14,1903.37,0.0,26647.18,15233.12,11414.06,In-Store,Cash
TXN00766,2023-02-06,C0311,P031,S01,E045,15,8229.99,0.2,98759.88,68427.9,30331.98,Phone,Cash
TXN00767,2021-09-30,C0327,P039,S19,E143,15,3487.32,0.05,49694.31,41073.75,8620.56,Online,Card
TXN00768,2023-06-16,C0348,P030,S10,E058,9,6329.74,0.05,54119.28,33580.53,20538.75,Online,Card
TXN00769,2023-12-19,C0415,P026,S07,E023,14,5621.09,0.2,62956.21,52924.06,10032.15,In-Store,Cash
TXN00770,2021-10-15,C0458,P029,S01,E093,7,3883.0,0.0,27181.0,13778.8,13402.2,Partner,Cash
TXN00771,2024-10-29,C0374,P003,S17,E128,11,5554.56,0.0,61100.16,31169.05,29931.11,Online,Card
TXN00772,2023-08-29,C0257,P010,S12,E092,19,363.83,0.2,5530.22,5323.42,206.8,Online,Cash
TXN00773,2024-07-04,C0193,P034,S03,E146,15,1866.9,0.05,26603.32,21474.15,5129.17,In-Store,Card
TXN00774,2021-07-26,C0061,P005,S16,E060,17,4264.87,0.0,72502.79,56150.66,16352.13,In-Store,Mobile Banking
TXN00775,2022-08-17,C0473,P024,S09,E100,1,594.39,0.0,594.39,330.19,264.2,Phone,Cash
TXN00776,2021-06-03,C0274,P005,S19,E062,6,4264.87,0.0,25589.22,19817.88,5771.34,Phone,Credit
TXN00777,2024-01-24,C0358,P021,S04,E150,20,1024.97,0.0,20499.4,12425.2,8074.2,Partner,Mobile Banking
TXN00778,2022-11-24,C0216,P023,S09,E052,1,3968.65,0.0,3968.65,2637.51,1331.14,Phone,Cash
TXN00779,2024-01-26,C0419,P001,S11,E194,5,6287.9,0.0,31439.5,24521.6,6917.9,In-Store,Card
TXN00780,2024-02-29,C0464,P037,S20,E180,16,5886.49,0.0,94183.84,63360.8,30823.04,In-Store,Mobile Banking
TXN00781,2024-05-10,C0379,P024,S20,E021,3,594.39,0.05,1694.01,990.57,703.44,Partner,Card
TXN00782,2021-03-27,C0054,P017,S02,E128,9,1291.83,0.15,9882.5,6605.91,3276.59,Online,Mobile Banking
